source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Caschys Blog'}",caschy,macOS 15 virtualisieren,"Wir haben hier in den vergangenen Jahren schon häufig darüber berichtet, wie man unterschiedliche Systeme virtualisieren kann. Unter macOS gibt es da unter anderem VirtualBox, UTM, Parallels, das mittlerweile für den Privatgebrauch kostenfreie VMWare Fusion, …",https://stadt-bremerhaven.de/macos-15-virtualisieren/,https://stadt-bremerhaven.de/wp-content/uploads/2024/06/virtualbuddy.jpg,2024-06-14T18:00:09Z,"Wir haben hier in den vergangenen Jahren schon häufig darüber berichtet, wie man unterschiedliche Systeme virtualisieren kann. Unter macOS gibt es da unter anderem VirtualBox, UTM, Parallels, das mit… [+1839 chars]"
"{'id': None, 'name': 'heise online'}",Eva-Maria Weiß,Projekte von Sam Altman: Fusionsenergie von Helion für OpenAI,Helion will Fusionskraftwerke bauen. Die Energie daraus möchte sich OpenAI sichern. Das Geschäft ist in doppelter Hinsicht ein Gewinn für Altman.,https://www.heise.de/news/OpenAI-will-Fusionsenergie-von-Helion-dessen-Investor-ist-Sam-Altman-9755195.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/6/0/9/6/5/1/shutterstock_2366323229-ae60908f7878a8a0.jpg,2024-06-10T10:04:00Z,"OpenAI und Helion sind in Gesprächen über eine Zusammenarbeit beziehungsweise darüber, ob das KI-Unternehmen in Zukunft Energie aus den Fusionskraftwerken von Helion bekommen kann. Allerdings gibt es… [+2300 chars]"
"{'id': None, 'name': 'heise online'}",Andreas Wilkens,ITER soll neuen Zeitplan bekommen,Die Projektbetreiber des Kernfusions-Forschungsprojekts ITER reagieren auf einige technische und andere Probleme in den vergangenen Jahren.,https://www.heise.de/news/ITER-soll-neuen-Zeitplan-bekommen-9780401.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/6/2/2/8/8/2/vvs_repairs_simic_ansaldo_1-2-f0038c404b389285.jpg,2024-06-27T08:38:00Z,Für das internationale Kernfusionsprojekt International Thermonuclear Experimental Reactor (ITER) zeichnet sich ein neuer Zeitplan ab. Auf dem jüngsten Treffen des ITER Council wurde über eine Reform… [+2691 chars]
"{'id': 'die-zeit', 'name': 'Die Zeit'}",ZEIT ONLINE: News -,Verkehr: Schlaue Ampeln sollen Verkehr in Ellwangen verbessern,Hier finden Sie Informationen zu dem Thema „Verkehr“. Lesen Sie jetzt „Schlaue Ampeln sollen Verkehr in Ellwangen verbessern“.,https://www.zeit.de/news/2024-06/27/schlaue-ampeln-sollen-verkehr-in-ellwangen-verbessern,https://img.zeit.de/news/2024-06/27/schlaue-ampeln-sollen-verkehr-in-ellwangen-verbessern-image-group/wide__1300x731,2024-06-27T15:36:30Z,"Das Land will durch Künstliche Intelligenz (KI) gesteuerte Ampeln in Ellwangen testen. Von Juli an werde der Verkehr per KI gesteuert, teilte das Verkehrsministerium am Donnerstag mit. Zum Einsatz ko… [+2371 chars]"
"{'id': None, 'name': 'Caschys Blog'}",caschy,Paramount sucht Streaming-Partner,"Paramount Global führt laut CNBC derzeit Gespräche mit anderen Unterhaltungsunternehmen, um seinen Streaming-Dienst Paramount+ mit einer bestehenden Plattform zu fusionieren. Paramount+ läuft wohl eher so mittel, da sucht man also schlagkräftige Partner, um d…",https://stadt-bremerhaven.de/paramount-sucht-streaming-partner/,https://stadt-bremerhaven.de/wp-content/uploads/2020/09/paramount.jpg,2024-07-02T06:30:37Z,"Paramount Global führt laut CNBC derzeit Gespräche mit anderen Unterhaltungsunternehmen, um seinen Streaming-Dienst Paramount+ mit einer bestehenden Plattform zu fusionieren. Paramount+ läuft wohl eh… [+1365 chars]"
"{'id': None, 'name': 'DIE WELT'}",Lena Karger,Das Existenzrecht Israels ist nicht verhandelbar – außer es gibt Ärger,"Die Fusion versteht sich als eine gelebte linke Utopie, in der sich alle lieb haben. Doch dann knickt die Festival-Leitung vor Boykott-Aufrufen von Hamas-Unterstützern ein – und es wird immer schlimmer.",https://www.welt.de/kultur/article252237878/Fusion-Festival-Existenzrecht-Israels-nun-doch-verhandelbar.html,https://img.welt.de/img/kultur/mobile252251408/6511355007-ci16x9-w1200/Fusion-Festival-feiert-25-jaehriges-Jubilaeum-6.jpg,2024-06-28T12:05:27Z,"Jedes Jahr versammelt sich in Mecklenburg-Vorpommern eine Parallelgesellschaft, um zu feiern. Ein Ferienkommunismus, in dem es möglichst wenig Regeln und möglichst viel Selbsterfahrung geben soll, wi… [+5805 chars]"
"{'id': None, 'name': 'heise online'}",Marie-Claire Koch,"Hinterland of Things: Vom ""Klemmen-Valley"", Startups und KI","Startups können die Wirtschaft retten, sind sich Teilnehmer der ""Hinterland of Things""-Konferenz sicher. Ein wichtiger Bereich dabei ist Künstliche Intelligenz.",https://www.heise.de/news/Hinterland-of-Things-Vom-Klemmen-Valley-Startups-und-KI-9762752.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/6/1/3/6/4/0/JulianHukePhotography-_A9_9115-4d889679dbda0ee4.jpeg,2024-06-14T10:10:00Z,"Zwar sinkt das Bruttoinlandsprodukt derzeit, doch Startups können die Wirtschaft retten. Dessen ist sich Dominik Gross sicher, er ist Mitgründer und Geschäftsführer der Tech-Startups ausbildenden Fou… [+4131 chars]"
"{'id': None, 'name': 'tagesschau.de'}",tagesschau.de,Boeing holt Zulieferer Spirit zurück in Konzern,"Um die Qualitätsprobleme in den Griff zu bekommen, wird Boeing den Zulieferer Spirit AeroSystems übernehmen. Spirit war 2005 ausgelagert worden und war in die Kritik geraten, weil es fehlerhafte Teile geliefert haben soll.",https://www.tagesschau.de/wirtschaft/unternehmen/boeing-spirit-airbus-kauf-alaska-737-max-qualitaet-100.html,https://images.tagesschau.de/image/db850bc4-33e4-4bc0-ae14-77a87b0287f8/AAABkGzR828/AAABjwnlFvA/16x9-1280/boeing-max-108.jpg,2024-07-01T06:23:35Z,"Stand: 01.07.2024 08:23 Uhr
Um die Qualitätsprobleme in den Griff zu bekommen, wird Boeing den Zulieferer Spirit AeroSystems übernehmen. Spirit war 2005 ausgelagert worden und war in die Kritik gera… [+2629 chars]"
"{'id': None, 'name': 'tagesschau.de'}",tagesschau.de,Kabinett stoppt Verkauf von VW-Tochter an Chinesen,Der Volkswagen-Konzern darf sein Gasturbinen-Geschäft nicht nach China verkaufen. Das Wirtschaftsministerium hat sein Veto eingelegt. Hintergrund ist ein möglicher Einsatz der Technik in Kriegsschiffen.,https://www.tagesschau.de/wirtschaft/unternehmen/volkswagen-verkauf-tochter-gasturbinen-china-100.html,https://images.tagesschau.de/image/ce37040f-f446-4dc5-9362-25a46a25d4e3/AAABkHddJrg/AAABjwnlFvA/16x9-1280/vw-man-energy-solutions-100.jpg,2024-07-03T11:42:24Z,"Stand: 03.07.2024 13:42 Uhr
Der Volkswagen-Konzern darf sein Gasturbinen-Geschäft nicht nach China verkaufen. Das Wirtschaftsministerium hat sein Veto eingelegt. Hintergrund ist ein möglicher Einsat… [+2711 chars]"
"{'id': None, 'name': 'Kraftfuttermischwerk.de'}",Ronny,Playlist: Fusion Festival Sets 2024,"Ich war auch in diesem Jahr nicht in Lärz, was wieder total okay ist. Dennoch will ich wie in jedem Jahr wissen, was dort auf…Mehr lesen ->Playlist: Fusion Festival Sets 2024",https://www.kraftfuttermischwerk.de/blogg/playlist-fusion-festival-sets-2024/,https://www.kraftfuttermischwerk.de/blogg/wp-content/uploads2/2024/06/artworks-zMcFBsbyFaHp0yd4-yYnt4w-t500x500.jpg,2024-06-30T10:20:15Z,"Ich war auch in diesem Jahr nicht in Lärz, was wieder total okay ist. Dennoch will ich wie in jedem Jahr wissen, was dort auf all den Bühnen so gelaufen ist und packe deshalb alle Sets, die ich bei S… [+543 chars]"
"{'id': None, 'name': 'STERN.de'}",STERN.de,Mecklenburg-Vorpommern: Drogen-Check-Programm beim Fusion-Festival,"Ecstasy, Kokain, Speed - auf dem Fusion-Festival können Besucher ihre Drogen auf Reinheit testen lassen. Das Programm soll die Sicherheit erhöhen und lebensgefährliche Verunreinigungen aufdecken.",https://www.stern.de/panorama/mecklenburg-vorpommern--drogen-check-programm-beim-fusion-festival-34828540.html,https://image.stern.de/34828542/t/Hv/v1/w1440/r1.7778/-/25--urnnewsmldpacom2009010124062599527713v3w800h600l142t15r2190b1579jpeg---0656f962176935e3.jpg,2024-06-25T15:15:40Z,"Ecstasy, Kokain, Speed - auf dem Fusion-Festival können Besucher ihre Drogen auf Reinheit testen lassen. Das Programm soll die Sicherheit erhöhen und lebensgefährliche Verunreinigungen aufdecken.
Me… [+2337 chars]"
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed]
"{'id': 'focus', 'name': 'Focus'}",FOCUS online,Biblis - Altes Atomkrafwerk soll Strom der Zukunft liefern - doch es gibt einen Haken,"Das AKW Biblis ist eigentlich seit mehr als zehn Jahren vom deutschen Netz. Doch Betreiber RWE beabsichtigt nun, das Werk für die Nachfolgetechnologie der Kernkraft freizumachen: die Kernfusion. Zusammen mit einem Darmstädter Start-Up soll hier Forschung betr…",https://www.focus.de/earth/news/biblis-altes-akw-soll-strom-der-zukunft-liefern-doch-es-gibt-einen-haken_id_260107701.html,https://p6.focus.de/img/regional/hessen/id_260016185/das-abgeschaltete-akw-biblis-in-suedhessen-luftaufnahme-aus-einem-flugzeug-..jpg?im=Crop%3D%280%2C170%2C2048%2C1024%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=mediumHigh&hash=0a4586b888d14c4adefb69e440964fb50b18a727e6a1b9e6992c329a9a3b40bc,2024-07-04T10:19:15Z,"Das AKW Biblis ist eigentlich seit mehr als zehn Jahren vom deutschen Netz. Doch Betreiber RWE beabsichtigt nun, das Werk für die Nachfolgetechnologie der Kernkraft freizumachen: die Kernfusion. Zusa… [+4614 chars]"
"{'id': None, 'name': 'ifun.de › Apple-News seit 2001'}",Chris,Baden-Württemberg testet KI-Verkehrssteuerung,"Das in London bereits erfolgreich eingesetzte Verkehrssteuerungssystem Yutraffic Fusion wird jetzt erstmals auch in Deutschland eingesetzt. Allerdings handelt es sich hier noch um einen Testlauf. Zunächst auf ein halbes Jahr begrenzt, soll sich zeigen, ob die…",https://www.ifun.de/baden-wuerttemberg-testet-ki-verkehrssteuerung-235106/,https://images.ifun.de/wp-content/uploads/2024/06/verkehr-feature.jpg,2024-06-27T18:38:12Z,Das in London bereits erfolgreich eingesetzte Verkehrssteuerungssystem Yutraffic Fusion wird jetzt erstmals auch in Deutschland eingesetzt. Allerdings handelt es sich hier noch um einen Testlauf. Zun… [+2191 chars]
"{'id': None, 'name': 'STERN.de'}",STERN.de,Bankenhochzeit: Frankfurt und Aschaffenburg schmieden größte Volksbank,Für die Frankfurter Volksbank ist es die 22. Fusion seit 1990. Der Zusammenschluss mit der Raiffeisen-Volksbank Aschaffenburg ist aber ein ganz besonderer.,https://www.stern.de/gesellschaft/regional/bayern/bankenhochzeit--frankfurt-und-aschaffenburg-schmieden-groesste-volksbank-34832948.html,https://image.stern.de/34832950/t/nk/v1/w1440/r1.7778/-/27--urnnewsmldpacom2009010124062799548488v2w800h600l1000t664r3000b1997jpeg---d1716fb1b6e2d950.jpg,2024-06-27T03:34:42Z,"Für die Frankfurter Volksbank ist es die 22. Fusion seit 1990. Der Zusammenschluss mit der Raiffeisen-Volksbank Aschaffenburg ist aber ein ganz besonderer.
Deutschlands Volksbanken haben eine neue N… [+2108 chars]"
"{'id': None, 'name': 'tagesschau.de'}",tagesschau.de,Ex-RAF-Terroristin: Offenbar Überfall-Waffe in Klettes Wohnung gefunden,Zu den Ermittlungen um die Ex-RAF-Terroristen Klette und Garweg gibt es neue Details: Nach Spiegel-Informationen soll in Klettes Wohnung die Tatwaffe aus einem missglückten Überfall gefunden worden sein. Zudem wurde offenbar Garweg abgehört.,https://www.tagesschau.de/inland/klette-garweg-raf-100.html,https://images.tagesschau.de/image/8b1443e2-acf7-427a-bc5b-6528cadc0310/AAABkDqHZII/AAABjwnlFvA/16x9-1280/klette-wohnung-durchsuchung-100.jpg,2024-06-21T11:44:00Z,"Stand: 21.06.2024 13:44 Uhr
Zu den Ermittlungen um die Ex-RAF-Terroristen Klette und Garweg gibt es neue Details: Nach Spiegel-Informationen soll in Klettes Wohnung die Tatwaffe aus einem missglückt… [+3502 chars]"
"{'id': None, 'name': 'tagesschau.de'}",tagesschau.de,Marktbericht: Mit neuem Schwung ins zweite Börsenhalbjahr?,Zuletzt war die Rally am deutschen Aktienmarkt ins Stocken geraten - doch zu Beginn des neues Halbjahres an der Börse dürfte es zunächst auch mit dem DAX wieder klar bergauf gehen.,https://www.tagesschau.de/wirtschaft/finanzen/marktberichte/marktbericht-dax-kurse-frankreich-wahl-boerse-dow-oel-gold-euro-aktien-100.html,https://images.tagesschau.de/image/098248ee-3798-4683-93ce-cf30ed6c129b/AAABjnQ3ypo/AAABjwnlFvA/16x9-1280/boerse-346.jpg,2024-07-01T05:32:09Z,"Stand: 01.07.2024 07:32 Uhr
Zuletzt war die Rally am deutschen Aktienmarkt ins Stocken geraten - doch zu Beginn des neues Halbjahres an der Börse dürfte es zunächst auch mit dem DAX wieder klar berg… [+3640 chars]"
"{'id': None, 'name': 'N-tv.de'}",n-tv NACHRICHTEN,"Festival, Partys, Drogen: Freunde berichten von freiem Leben von RAF-Terrorist","Noch immer fehlt von den früheren RAF-Terroristen Staub und Garweg jede Spur. Auch die Festnahme ihrer Weggefährtin Klette brachte nicht den Durchbruch. Ein Bericht zeichnet nun das Leben von Garweg in den vergangenen Jahrzehnten nach. Sorgen, entdeckt zu wer…",https://www.n-tv.de/politik/Freunde-berichten-von-freiem-Leben-von-RAF-Terrorist-Burkhard-Garweg-article25033192.html,https://bilder4.n-tv.de/img/incoming/crop25033291/1111321805-cImg_16_9-w1200/454570828.jpg,2024-06-21T13:55:03Z,Noch immer fehlt von den früheren RAF-Terroristen Staub und Garweg jede Spur. Auch die Festnahme ihrer Weggefährtin Klette brachte nicht den Durchbruch. Ein Bericht zeichnet nun das Leben von Garweg … [+2665 chars]
"{'id': None, 'name': 'STERN.de'}",Nicole Simon,Festival: Geil oder giftig? Der Partydrogen-Test im Hightech-Labor,"Wer Partydrogen wie Ecstasy kauft, kann nie sicher sein, was wirklich in den Pillen steckt. Ein Notfallmediziner will das ändern und ist mit einem ganz besonderen Gerät zum Fusion-Festival gereist.",https://www.stern.de/panorama/wissen/der-partydrogen-test-im-hightech-labor--geil-oder-giftig---34830214.html,https://image.stern.de/34830828/t/tY/v6/w1440/r1.7778/-/partydrogen.jpg,2024-06-26T18:24:00Z,"Zu Tausenden strömen sie durch die Hitze vorbei an glitzernden Seen und blühenden Wiesen, auf denen Pferde grasen, durch Dörfer mit Namen, die auf ""itz"" oder ""ow"" enden. In langen Reihen kommen sie d… [+464 chars]"
"{'id': None, 'name': 'Faz.net'}",Kira Kramer,Fusion streitet über Gazakrieg: Von wegen Ferienkommunismus,"Das Fusion-Festival will ein Ort des gewaltfreien Diskurses über den Krieg in Nahost sein, doch die Veranstalter lassen sich von Hamas-Unterstützern vor sich hertreiben. Chronologie eines kommunikativen Versagens.",https://www.faz.net/aktuell/feuilleton/debatten/fusion-festival-streitet-ueber-gazakrieg-von-wegen-ferien-kommunismus-19816451.html,https://media1.faz.net/ppmedia/aktuell/1288581114/1.9816449/facebook_teaser_fplus/kein-stern-von-bethlehem.jpg,2024-06-26T17:24:28Z,"Die deutsche Kulturlandschaft zerreibt sich seit Monaten zwischen den ideologischen Fronten zum Nahostkrieg. Auf der einen Seite eine antikolonialistische Linke, die der deutschen Politik und ihrer S… [+230 chars]"
"{'id': None, 'name': 'Www.nzz.ch'}","André Müller (amü), Chanchal Biswas (bis)",INTERVIEW - «Wir können die überzähligen Filialen zeitnah schliessen»: UBS-Schweiz-Chefin Sabine Keller-Busse spricht erstmals über die Folgen der CS-Integration,"Die Fusion der Schweizer Einheiten von UBS und Credit Suisse rückt näher. Sabine Keller-Busse erklärt im Gespräch, was dies für die Mitarbeiter und die Kundinnen der Bank bedeutet.",https://www.nzz.ch/wirtschaft/sabine-keller-busse-ubs-schweiz-chefin-im-interview-zur-cs-integration-ld.1834360,"https://img.nzz.ch/2023/03/02/e950b23b-a879-4295-8941-73c1f08aeb87.jpeg?crop=5906,3322,x0,y122&quality=75&auto=webp?width=1200&height=674&fit=bound&quality=75&auto=webp&wmark=nzz",2024-06-11T03:30:00Z,"Sabine Keller-Busse erwartet, dass die Entlassungen in der Schweiz «Grössenordnung 2026» am stärksten zu spüren sein werden.
Die Zusammenführung von CS Schweiz und UBS Schweiz steht bevor. Wann gena… [+8430 chars]"
"{'id': None, 'name': 'Googlewatchblog.de'}",Jens,Material Design: Google stoppt Entwicklung des Web Frameworks – setzt jetzt auf internes Angular und Wiz,"Google hat im Laufe der Jahre mehrere Generationen des Material Design veröffentlicht, das man nicht nur in den eigenen Apps und Oberflächen verwendet, sondern auch in Form von Frameworks für externe Entwickler anbietet. Im Web sind die Material Web Component…",https://www.googlewatchblog.de/?p=228269,https://www.googlewatchblog.de/wp-content/uploads/material-web-components.jpg,2024-06-26T13:00:41Z,"Google hat im Laufe der Jahre mehrere Generationen des Material Design veröffentlicht, das man nicht nur in den eigenen Apps und Oberflächen verwendet, sondern auch in Form von Frameworks für externe… [+2703 chars]"
"{'id': None, 'name': 'Faz.net'}",dpa-AFX,Frankfurt und Aschaffenburg schmieden Deutschlands größte Volksbank,Die genossenschaftliche Bank wächst weiter: Mit der 22. Fusion seit Beginn der Neunzigerjahre festigt sie ihre Position im genossenschaftlichen Lager. Für die Beschäftigen soll der Umbau mild ausfallen.,https://www.faz.net/aktuell/wirtschaft/frankfurt-und-aschaffenburg-schmieden-deutschlands-groesste-volksbank-19817583.html,https://media1.faz.net/ppmedia/aktuell/820531408/1.9817619/facebook_teaser/zentrale-der-frankfurter.jpg,2024-06-27T06:09:25Z,Die Eigentümer des Aschaffenburger Instituts stimmten bei der Vertreterversammlung eigenen Angaben zufolge mit großer Mehrheit (rund 97 Prozent) für den Zusammenschluss der beiden genossenschaftliche… [+1225 chars]
"{'id': None, 'name': 'Www.nzz.ch'}",Eflamm Mordrelle (EM),"KOMMENTAR - Sergio Ermottis Truppe stampft alle Produkte ein, die «CS» im Namen tragen: Zum Nachteil der Kunden – doch für die UBS ist es der richtige Entscheid","Die Credit Suisse verschwindet. Digitalplattformen wie CSX werden abgestellt und durch UBS-Produkte ersetzt: Für CS-Kunden ist das eine gute Gelegenheit, sich nach besseren Angeboten umzusehen.",https://www.nzz.ch/meinung/sergio-ermottis-truppe-stampft-alle-produkte-ein-die-cs-in-namen-tragen-zum-nachteil-der-kunden-doch-fuer-die-ubs-ist-es-der-richtige-entscheid-ld.1837972,"https://img.nzz.ch/2024/07/03/041a6257-4320-484b-84c9-750e65d34aa7.jpeg?width=1200&height=675&fit=bounds&quality=75&auto=webp&crop=6000,3375,x0,y314&wmark=nzz",2024-07-04T03:30:00Z,"Kunden der CS müssen sich mit der UBS-Welt anfreunden oder gehen.
Die Credit Suisse ist seit dieser Woche definitiv Geschichte. Die Bank wurde aus dem Handelsregister des Kantons Zürich gelöscht, au… [+3773 chars]"
"{'id': None, 'name': 'Faz.net'}",fib.,Steht das Kernkraftwerk Biblis vor einer Renaissance?,RWE Nuclear öffnet sich weiter für die Erforschung der Kernfusion. Eine Zusammenarbeit mit dem Darmstädter Start-up Focused Energy bahnt sich an.,https://www.faz.net/aktuell/wirtschaft/unternehmen/kernfusion-steht-das-kernkraftwerk-biblis-vor-einer-renaissance-19826681.html,https://media1.faz.net/ppmedia/aktuell/gesellschaft/1860881417/1.9826675/facebook_teaser/blick-auf-das-abgeschaltete.jpg,2024-07-01T14:46:32Z,Weltweit haben sich derzeit rund drei Dutzend Unternehmen ganz oder teilweise auf die Entwicklung von Anlagen und Technologien zur Gewinnung von Fusionsenergie spezialisiert. China und Europa sind am… [+2168 chars]
"{'id': None, 'name': 'Orf.at'}",ORF.at,Hilfspaket für finanzmarode Gemeinden,"Die Gemeinden klagen seit Langem, dass ihre Pflichten mittlerweile ihre Mittel übersteigen. Manche erwägen aus Kostengründen gar eine Fusion mit anderen Orten. Zum Abschluss der Nationalratssaison steht ein Hilfspaket im Umfang von 920 Millionen Euro an.",https://orf.at/stories/3362463/,https://ibs.orf.at/news?image=https%3A%2F%2Fassets.orf.at%2Fmims%2F2024%2F27%2F19%2Fcrops%2Fw%3D1200%2Ch%3D630%2Cq%3D75%2F2266231_master_861719_nationalrat_gemeinden_hilfspaket_2_coe.jpg%3Fs%3D0b2d6303f3c1679f68c6fe531f0bcd240b71866a,2024-07-03T15:50:51Z,Es gibt zahlreiche finanziell leistungsfähige Gemeinden. Das zeigte am Mittwoch etwa eine Auswertung des Zentrums für Verwaltungsforschung (KDZ). Laut KDZ führt Elixhausen in Salzburg das Ranking der… [+5902 chars]
"{'id': None, 'name': 'Perlentaucher.de'}",,"EFEU - DIE KULTURRUNDSCHAU: Schwingt, blitzt und klingt","In der FAZ erklärt der italienische Schriftsteller Fabio Stassi, dass er gerade jetzt zur Frankfurter Buchmesse fährt, um sich mit zensierten Schriftstellern zu solidarisieren. Im Standard hat Wolfgang Ullrich keine Angst vor KI-generierter Kunst. Die NZZ möc…",https://www.perlentaucher.de/efeu/2024-06-27.html,https://www.perlentaucher.de/static/img/perlentaucher-logo-512x.png,2024-06-27T07:00:00Z,"Spätestens seit der Gründung der Initiative Urheberrecht, mit der ausübende Künstler Schutz vor generativer KI fordern (unsere Resümees), sind die Auswirkungen von KI auf dem Kunstmarkt ein heiß disk… [+3421 chars]"
"{'id': None, 'name': 'Deutsche-startups.de'}",Team,"#DealMonitor - Slay sammelt 5 Millionen ein – Drone Harmony erhält 2 Millionen – Somareality bekommt 1,5 Millionen","+++ #DealMonitor +++ Slay sammelt 5 Millionen ein +++ Drone Harmony erhält 2 Millionen +++ Somareality bekommt 1,5 Millionen +++ eologix-ping streicht siebenstellige Summe ein +++ Apricum Capital investiert in aiio +++",https://www.deutsche-startups.de/2024/06/21/dealmonitor-slay-drone-harmony-somareality/,https://www.deutsche-startups.de/app/uploads/2020/07/ds-deals-streetart-19.jpg,2024-06-21T13:55:36Z,"Im #DealMonitor für den 21. Juni werfen wir einen Blick auf die wichtigsten, spannendsten und interessantesten Investments und Exits des Tages in der DACH-Region. Alle Deals der Vortage gibt es im gr… [+2483 chars]"
"{'id': None, 'name': 'Googlewatchblog.de'}",Jens,Android & ChromeOS: Google führt die bisher getrennten Betriebssysteme zusammen – alle Entwicklungen,Die beiden Betriebssysteme Android und ChromeOS werden von Google seit vielen Jahren vollkommen unabhängig voneinander entwickelt - aber das wird wohl nicht mehr lange so bleiben. In den letzten Wochen gab es einige interessante und auch eindeutige Entwicklun…,https://www.googlewatchblog.de/2024/06/android-chromeos-google-betriebssysteme/,https://www.googlewatchblog.de/wp-content/uploads/android-chrome-os.jpg,2024-06-15T12:30:17Z,Die beiden Betriebssysteme Android und ChromeOS werden von Google seit vielen Jahren vollkommen unabhängig voneinander entwickelt – aber das wird wohl nicht mehr lange so bleiben. In den letzten Woch… [+6458 chars]
"{'id': None, 'name': 'DIE WELT'}",Cornelius Welp,Deutsche Unternehmen im Visier – vier Branchen reizen die Araber besonders,Investoren aus dem Nahen Osten greifen nach dem Chemiekonzern Covestro und der Bahn-Tochter Schenker. Das Selbstbewusstsein arabischer Bieter ist gewachsen. Auf die möglichen Deals dürften schon bald weitere folgen. Vielen hiesigen Unternehmen kommt das sogar…,https://www.welt.de/wirtschaft/article252266032/Deutsche-Unternehmen-im-Visier-4-Branchen-reizen-arabische-Investoren-besonders.html,https://img.welt.de/img/wirtschaft/mobile252301802/4781352467-ci16x9-w1200/COP28-president-Sultan-Ahmed-Al-Jaber-sp.jpg,2024-07-02T10:14:49Z,Das Leben von Klaus Fröhlich ist so etwas wie ein Musterbeispiel für die verschlungenen Wege wahrhaft globaler Karrieren. Der in Mexiko geborene deutsche Manager hat in London studiert und anschließe… [+6842 chars]
"{'id': None, 'name': 'Bloguismo.com'}",Anairas,Razor Shark Für nüsse Deklamieren Bloß Registrierung,Content Slot Fusion Fruit Beat: Mystery Spielstrategie Und Tipps Für jedes Die Razor Shark Erreichbar Partie Razor Shark Casino Zuverlässigkeit Unser Freude Ein Erreichbar Diese Zu- und abgang des Slots sei jede menge hoch ferner dementsprechend werden sekund…,https://www.bloguismo.com/razor-shark-fur-nusse-deklamieren-blos-registrierung/,https://g.twimg.com/Twitter_logo_blue.png,2024-06-29T08:54:32Z,"Diese Zu- und abgang des Slots sei jede menge hoch ferner dementsprechend werden sekundär hohe Maximalgewinne denkbar. Bekannt sein Diese irgendwas angewandten neusten Zugpferd von Innerster planet, … [+6159 chars]"
"{'id': None, 'name': 'Faz.net'}",Johannes Ritter,UBS kommt ohne wettbewerbsrechtliche Auflagen davon,Nach der Übernahme der Credit Suisse muss die UBS in der Schweiz keine wettbewerbsrechtlichen Auflagen erfüllen. Den Firmenkunden dürfte das nicht gefallen.,https://www.faz.net/aktuell/wirtschaft/unternehmen/keine-fusionsauflagen-fuer-die-ubs-19799780.html,https://media1.faz.net/ppmedia/aktuell/1473558069/1.9799797/facebook_teaser/schweizer-grossbank-ubs-logo.jpg,2024-06-19T12:10:14Z,"Eigentlich hätte die für Kartellrechtsfälle zuständige Wettbewerbskommission (WEKO) die Fusion zunächst genau unter die Lupe nehmen müssen. Doch da es in diesem Fall darum ging, schnell zu handeln un… [+2282 chars]"
"{'id': None, 'name': 'STERN.de'}",STERN.de,Feste: 25-jähriges Jubiläum: Fusion-Festival startet,Mit dem Fusion-Festival startet am Mittwochabend (17.00 Uhr) eines der größten Musik- und Popkulturevents in Mecklenburg-Vorpommern. Seit dem frühen Morgen können Besucher ihre Unterkünfte auf dem Festivalgelände in Lärz beziehen.,https://www.stern.de/gesellschaft/regional/mecklenburg-vorpommern/feste--25-jaehriges-jubilaeum--fusion-festival-startet-34830592.html,https://image.stern.de/34830594/t/X9/v1/w1440/r1.7778/-/26--urnnewsmldpacom2009010124062699538504v3w800h600l639t463r1917b1390jpeg---a7d8cde98198d7be.jpg,2024-06-26T10:34:02Z,Mit dem Fusion-Festival startet am Mittwochabend (17.00 Uhr) eines der größten Musik- und Popkulturevents in Mecklenburg-Vorpommern. Seit dem frühen Morgen können Besucher ihre Unterkünfte auf dem Fe… [+842 chars]
"{'id': None, 'name': 'ComputerBase'}",Jan Wichmann,"Nintendo Direct: Neues zu Metroid Prime 4, Zelda, Mario, Luigi & Donkey Kong","Nintendo hat zur Direct-Veranstaltung geladen und präsentiert die kommenden Spiele-Highlights für die Nintendo Switch. Dieses Mal sind wieder eine Vielzahl von Nintendo-Titeln dabei, nachdem es sich beim letzten Nintendo Direct im Februar einzig um Partner-Ti…",https://www.computerbase.de/2024-06/nintendo-direct-metroid-prime-4-beyond-und-vieles-mehr-fuer-die-nintendo-switch/,https://pics.computerbase.de/1/1/2/9/4/5-dcdb1e3da1b99c37/article-1280x720.dd87f1af.jpg,2024-06-19T06:58:00Z,"Nintendo hat zur Direct-Veranstaltung geladen und präsentiert die kommenden Spiele-Highlights für die Nintendo Switch. Dieses Mal sind wieder eine Vielzahl von Nintendo-Titeln dabei, nachdem es sich … [+4767 chars]"
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed]
